file,,
license,license:licence:license.md:license.txt:licence.md:licence.txt,
lisp,,lisp
lime,,hxp
lime,include.xml,
lintstagedrc,.lintstagedrc:lint-staged.config.js:.lintstagedrc.js:.lintstagedrc.json:.lintstagedrc.yaml:.lintstagedrc.yml,
liquid,,liquid
livescript,,ls
locale,,
log,,log:tlg
lolcode,,lol
lsl,,lsl
lua,,lua
lync,,crec:ocrec
makefile,,makefile:mk
manifest,manifest,
manifest_skip,manifest.skip,
manifest_bak,manifest.bak,
map,,map
markdown,,mdown:markdown:md
markdownlint,.markdownlint.json,
marko,,marko
markojs,,marko.js
matlab,,fig:mex:mexn:mexrs6:mn:mum:mx:mx3:rwd:slx:slddc:smv:xvc:mat
maxscript,,ms
maven,maven.config:pom.xml:extensions.xml:settings.xml,
maya,,mel
mdx,,mdx
mediawiki,,mediawiki
mercurial,.hgignore,
meson,,meson.build
meteor,,
mjml,,mjml
mlang,,pq:pq
mocha,mocha.opts:.mocharc.js:.mocharc.json:.mocharc.jsonc:.mocharc.yaml:.mocharc.yml,
mojolicious,,ep
moleculer,moleculer.config.js:moleculer.config.json:moleculer.config.ts,
mongo,,mongo
monotone,.mtn-ignore,
mson,,mson
mustache,,mustache:mst
nearly,,ne
nestjs,.nest-cli.json:nest-cli.json:nestconfig.json:.nestconfig.json,
nest_adapter_js,,adapter.js
nest_adapter_ts,,adapter.ts
nest_controller_js,,controller.js
nest_controller_ts,,controller.ts
nest_decorator_js,,decorator.js
nest_decorator_ts,,decorator.ts
nest_filter_js,,filter.js
nest_filter_ts,,filter.ts
nest_gateway_js,,gateway.js
nest_gateway_ts,,gateway.ts
nest_guard_js,,guard.js
nest_guard_ts,,guard.ts
nest_interceptor_js,,interceptor.js
nest_interceptor_ts,,interceptor.ts
nest_middleware_js,,middleware.js
nest_middleware_ts,,middleware.ts
nest_module_js,,module.js
nest_module_ts,,module.ts
nest_pipe_js,,pipe.js
nest_pipe_ts,,pipe.ts
nest_service_js,,service.js
nest_service_ts,,service.ts
netlify,netlify.toml,
nginx,nginx.conf,
nim,,nim:nim
ninja,build.ninja,
njsproj,,njsproj
node,.node-version:.nvmrc,
node2,.node-version:.nvmrc,
nodemon,nodemon.json,
npm,.npmignore:.npmrc:package.json:package-lock.json:npm-shrinkwrap.json,
nsi,,nsi:nsi:nsi:nsi
nsri,.nsrirc:.nsriignore:.nsrirc.js:.nsrirc.json:.nsrirc.yaml:.nsrirc.yml:.nsrirc.config.js,
nsri-integrity,.integrity.json,
nuget,,nupkg:nuspec:psmdcp
nunjucks,,nunj:njs:nunjucks
nuxt,nuxt.config.js:nuxt.config.ts,
nyc,.nycrc:.nycrc.json,
objectivec,,m
objectivecpp,,mm
ocaml,.merlin,ml:ml:ml
onenote,,one:onepkg:onetoc:onetoc2:sig
opencl,,cl:opencl
openHAB,,things
org,,org
outlook,,pst:bcmx:otm:msg:oft
ovpn,,ovpn
package,,pkg
paket,paket.dependencies:paket.lock:paket.references:paket.template:paket.local,
patch,,patch
pcl,,pcd
pddl,,pddl
pddl_plan,,plan
pddl_happenings,,happenings
pdf,,pdf
pdf2,,pdf
perl,,pl
perl2,,pl
perl6,,pl6
pgsql,,pgsql
photoshop,,psd
photoshop2,,psd
php,,php1:php2:php3:php4:php5:php6:phps:phpsa:phpt:phtml:phar:php
php2,,php1:php2:php3:php4:php5:php6:phps:phpsa:phpt:phtml:phar:php
php3,,php1:php2:php3:php4:php5:php6:phps:phpsa:phpt:phtml:phar:php
phpcsfixer,.php_cs:.php_cs.dist,
phpunit,phpunit:phpunit.xml:phpunit.xml.dist,
phraseapp,.phraseapp.yml,
pine,,pine
pip,pipfile:pipfile.lock,requirements.txt
platformio,platformio.ini,dbgasm:dbgasm:dbgasm
plantuml,,pu:plantuml:iuml:puml
plsql,,ddl:ddl
plsql_package,,pck
plsql_package_body,,pkb
plsql_package_header,,pkh
plsql_package_spec,,pks
poedit,,po:mo
polymer,,polymer
pony,,pony
postcss,,pcss
postcssconfig,.postcssrc:.postcssrc.json:.postcssrc.yml:.postcssrc.js:postcss.config.js,
powerpoint,,pot:potx:potm:pps:ppsx:ppsm:ppt:pptx:pptm:pa:ppa:ppam:sldm:sldx
powerpoint2,,pot:potx:potm:pps:ppsx:ppsm:ppt:pptx:pptm:pa:ppa:ppam:sldm:sldx
powershell,,ps1
powershell_psm,,psm1
powershell_psd,,psd1
powershell_format,,format.ps1xml
powershell_types,,types.ps1xml
powershell2,,ps1
powershell_psm2,,psm1
powershell_psd2,,psd1
precommit,.pre-commit-config.yaml,
prettier,.prettierrc:.prettierignore,
prettier,prettier.config.js:prettier.config.ts:prettier.config.coffee,
prettier,.prettierrc.js:.prettierrc.json:.prettierrc.yml:.prettierrc.yaml,
prisma,,prisma
processinglang,,pde
procfile,procfile,
progress,,w
prolog,,pro:P:pro
prometheus,,rules
protobuf,,proto:proto
protractor,protractor.conf.js:protractor.conf.coffee:protractor.conf.ts,
publisher,,pub:puz
puppet,,pp
pug,.jade-lintrc:.pug-lintrc:.jade-lint.json:.pug-lintrc.js:.pug-lintrc.json,pug
purescript,,purs
pyret,,arr
python,,py
pyup,.pyup:.pyup.yml,
q,,q
qbs,,qbs
qlikview,,qvd:qvw:qvs
qml,,qml
qmldir,qmldir,
qsharp,,qs
quasar,quasar.conf.js,
r,,r
racket,,rkt
rails,,
rake,,rake
rake,rakefile,
raml,,raml
razor,,cshtml:cshtml
razzle,razzle.config.js,
reactjs,,jsx
reacttemplate,,rt
reactts,,tsx
reason,,re
red,,red
registry,,reg
rehype,.rehyperc:.rehypeignore:.rehyperc.js:.rehyperc.json:.rehyperc.yml:.rehyperc.yaml,
remark,.remarkrc:.remarkignore:.remarkrc.js:.remarkrc.json:.remarkrc.yml:.remarkrc.yaml,
renovate,.renovaterc:renovate.json:.renovaterc.json,
rest,,rst
retext,.retextrc:.retextignore:.retextrc.js:.retextrc.json:.retextrc.yml:.retextrc.yaml,
riot,,tag
robotframework,,robot
robots,robots.txt,
rollup,rollup.config.js:rollup.config.mjs:rollup.config.coffee:rollup.config.ts:rollup.config.common.js:rollup.config.common.mjs:rollup.config.common.coffee:rollup.config.common.ts:rollup.config.dev.js:rollup.config.dev.mjs:rollup.config.dev.coffee:rollup.config.dev.ts:rollup.config.prod.js:rollup.config.prod.mjs:rollup.config.prod.coffee:rollup.config.prod.ts,
rproj,,rproj
rspec,.rspec,
rubocop,.rubocop.yml:.rubocop_todo.yml,
ruby,,rb
rust,,rs
saltstack,,sls
san,,san
sass,,sass
sbt,,sbt
scala,,scala
script,,wsf
scss,,scssm:scss
scilab,,sce
sdlang,,sdl
sentry,.sentryclirc,
serverless,serverless.yml,
sequelize,.sequelizerc:.sequelizerc.js:.sequelizerc.json,
shaderlab,,shader
shell,,fish:sh
sketch,,sketch
slang,,slang
slice,,ice
slim,,slim
sln,,sln
sln2,,sln
silverstripe,,ss
skipper,,eskip:eskip
smarty,,tpl
snapcraft,snapcraft.yaml,
snort,,snort
snyk,.snyk,
solidarity,.solidarity:.solidarity.json,
solidity,,sol
source,,
sqf,,sqf
sql,,sql
sqlite,,sqlite:sqlite3:db3
squirrel,,nut
sss,,sss
stan,,stan
stata,,dta:do
stencil,,stencil:html.stencil
style,,
stylelint,.stylelintrc:.stylelintignore:.stylelintcache:stylelint.config.js:stylelint.config.json:stylelint.config.yaml:stylelint.config.yml:stylelint.config.ts:.stylelintrc.js:.stylelintrc.json:.stylelintrc.yaml:.stylelintrc.yml:.stylelintrc.ts,
stylable,,st.css
styled,,styled
stylus,,styl
storyboard,,storyboard
storybook,,story.js:story.jsx:story.ts:story.tsx:stories.js:stories.jsx:stories.ts:stories.tsx
subversion,.svnignore,
svelte,,svelte
svg,,svg
swagger,,swagger:swagger
swift,package.pins,swift
swig,,swig
symfony,symfony.lock,
systemd,,link
systemverilog,,sv
t4tt,,tt
tailwind,tailwind.js:tailwind.coffee:tailwind.ts:tailwind.config.js:tailwind.config.coffee:tailwind.config.ts,
tt,,tt2:tt3
tcl,,tcl:exp
tera,,tera
terraform,,tfstate:tf
test,,tst
testjs,,test.js:test.jsx:test.mjs:spec.js:spec.jsx:spec.mjs
testts,,test.ts:test.tsx:spec.ts:spec.tsx:e2e-test.ts:e2e-test.tsx:e2e-spec.ts:e2e-spec.tsx
tex,,texi:tikz:sty:tex:bib:dtx
text,,csv:txt
textile,,textile
tfs,.tfignore,
todo,,todo
toml,,toml
tox,.ini,
travis,.travis.yml,
tsconfig,tsconfig.json:tsconfig.app.json:tsconfig.spec.json:tsconfig.e2e.json:tsconfig.base.json:tsconfig.common.json:tsconfig.dev.json:tsconfig.development.json:tsconfig.staging.json:tsconfig.test.json:tsconfig.prod.json:tsconfig.production.json,
tslint,tslint.json:tslint.yaml:tslint.yml,
ttcn,,ttcn3
twig,,twig
typescript,,ts
typescript_official,,ts
typescriptdef,,d.ts
typescriptdef_official,,d.ts
typo3,,typoscript
unibeautify,.unibeautifyrc:unibeautify.config.js:.unibeautifyrc.js:.unibeautifyrc.json:.unibeautifyrc.yaml:.unibeautifyrc.yml,
vagrant,vagrantfile,
vala,,vala
vapi,,vapi
vash,,vash
vb,,vb
vba,,cls
vbhtml,,vbhtml
vbproj,,vbproj
vcxproj,,vcxproj
velocity,,vm
verilog,,v
vhdl,,vhdl
video,,3g2:3gp:asf:amv:avi:divx:qt:f4a:f4b:f4p:f4v:flv:m2v:m4v:mkv:mk3d:mov:mp2:mp4:mpe:mpeg:mpeg2:mpg:mpv:nsv:ogv:rm:rmvb:svi:vob:webm:wmv
view,,
vim,.vimrc:.gvimrc,vim
vlang,,v
volt,,volt
vscode,.vscodeignore:launch.json:tasks.json:vscodeignore.json,
vscode2,.vscodeignore:launch.json:tasks.json:vscodeignore.json,
vscode3,.vscodeignore:launch.json:tasks.json:vscodeignore.json,
vscode-insiders,.vscodeignore:launch.json:tasks.json:vscodeignore.json,
vsix,,vsix
vsixmanifest,,vsixmanifest
vue,,vue
vueconfig,.vuerc:vue.config.js,
wallaby,wallaby.json:wallaby.js:wallaby.ts:wallaby.coffee:wallaby.conf.json:wallaby.conf.js:wallaby.conf.ts:wallaby.conf.coffee:.wallaby.json:.wallaby.js:.wallaby.ts:.wallaby.coffee:.wallaby.conf.json:.wallaby.conf.js:.wallaby.conf.ts:.wallaby.conf.coffee,
watchmanconfig,.watchmanconfig,
wasm,,wasm:wasm:wasm
webp,,webp
webpack,webpack.base.conf.js:webpack.base.conf.coffee:webpack.base.conf.ts:webpack.common.js:webpack.common.coffee:webpack.common.ts:webpack.config.js:webpack.config.coffee:webpack.config.ts:webpack.config.base.js:webpack.config.base.coffee:webpack.config.base.ts:webpack.config.common.js:webpack.config.common.coffee:webpack.config.common.ts:webpack.config.dev.js:webpack.config.dev.coffee:webpack.config.dev.ts:webpack.config.development.js:webpack.config.development.coffee:webpack.config.development.ts:webpack.config.staging.js:webpack.config.staging.coffee:webpack.config.staging.ts:webpack.config.test.js:webpack.config.test.coffee:webpack.config.test.ts:webpack.config.prod.js:webpack.config.prod.coffee:webpack.config.prod.ts:webpack.config.production.js:webpack.config.production.coffee:webpack.config.production.ts:webpack.config.babel.js:webpack.config.babel.coffee:webpack.config.babel.ts:webpack.config.base.babel.js:webpack.config.base.babel.coffee:webpack.config.base.babel.ts:webpack.config.common.babel.js:webpack.config.common.babel.coffee:webpack.config.common.babel.ts:webpack.config.dev.babel.js:webpack.config.dev.babel.coffee:webpack.config.dev.babel.ts:webpack.config.development.babel.js:webpack.config.development.babel.coffee:webpack.config.development.babel.ts:webpack.config.staging.babel.js:webpack.config.staging.babel.coffee:webpack.config.staging.babel.ts:webpack.config.test.babel.js:webpack.config.test.babel.coffee:webpack.config.test.babel.ts:webpack.config.prod.babel.js:webpack.config.prod.babel.coffee:webpack.config.prod.babel.ts:webpack.config.production.babel.js:webpack.config.production.babel.coffee:webpack.config.production.babel.ts:webpack.dev.js:webpack.dev.coffee:webpack.dev.ts:webpack.dev.conf.js:webpack.dev.conf.coffee:webpack.dev.conf.ts:webpack.prod.js:webpack.prod.coffee:webpack.prod.ts:webpack.prod.conf.js:webpack.prod.conf.coffee:webpack.prod.conf.ts:webpack.mix.js:webpack.mix.coffee:webpack.mix.ts:webpack.test.conf.js:webpack.test.conf.coffee:webpack.test.conf.ts,
wercker,wercker.yml,
wolfram,,wl
word,,doc:docx:docm:dot:dotx:dotm:wll
word2,,doc:docx:docm:dot:dotx:dotm:wll
wpml,wpml-config.xml,
wurst,,wurst:wurst
wxml,,wxml
wxss,,wxss
xcode,,xcodeproj
xfl,,xfl
xib,,xib
xliff,,xliff:xlf
xml,,pex:tmlanguage:xml
xquery,,xquery
xsl,,xsl
yaml,,yaml:YAML-tmLanguage
yamllint,.yamllint,
yandex,.yaspellerrc:.yaspeller.json,
yang,,yang
yarn,yarn.lock:.yarnrc:.yarnclean:.yarn-integrity:.yarn-metadata.json:.yarnignore,
yeoman,.yo-rc.json,
zeit,now.json:.nowignore,
zip,,zip:rar:7z:tar:gz:bzip2:xz:bz2
zip2,,zip:rar:7z:tar:gz:bzip2:xz:bz2
